Brian T.,/user_details?userid=Y55575Hz96TIDHqM9dO9KQ,"Brooklyn, NY",5/18/2019,5.0,"One of the best meals I've had in Brooklyn in a while. The eclectic wine list was great, the service was gracious, the vibe is modern and understated, the music is fun and the food is beautiful, inventive and well executed. Thanks for a fun night.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Zephyrus W.,/user_details?userid=zvmvNUmRsnSRbLvXxIdpBg,"Manhattan, NY",6/3/2019,5.0,"We came in for some drinks and maybe an app or two in the back room. What a delight! The cocktails were interesting, maybe a bit quirky, but each one a delicious surprise. After a few different appetizers we were so intrigued by the food that we asked for a table and stayed for dinner. What a beautiful experience.  The food was subtle, balanced and well conceived. I'll say it again, what a delightful experience. My one caveat is that because the flavor profiles are so subtle you might miss out on the beauty of the dishes if you don't slow down a focus on the food, but if you do.... What a treat.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Leah C.,/user_details?userid=s6zucjo35f3zTDvF9miH5Q,"Downtown Brooklyn, Brooklyn, NY",2/19/2019,5.0,"My husband and I ate here on February 15th, and we are still talking about the food four days later. We opted for the $60 six-course carte blanche menu and were blown away by the delicious and unique flavor combinations. We felt like we were getting all of the service and quality of a Michelin star restaurant without any of the stuffiness or pretension. This is an incredible addition to the neighborhood, and I know we will be coming back soon. Make your reservation now before it becomes impossible to get one.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Shelley M.,/user_details?userid=mKWiDgmCH0yyoCX2cblZRQ,"Manhattan, NY",7/1/2019,5.0,"In the 5 years I've lived in New York, probably the best meal I've had. If you like surprises, not having to choose anything about the meal is fun, and the wine pairing was the perfect complement to each dish.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Adam K.,/user_details?userid=NE699Yqilpm1Ri95wSGZag,"Washington, DC",5/26/2019,5.0,"This is the best fine dining in the neighborhood. Bright, airy, not too expensive. It's just so great; fresh and seasonal food, creative plating. I'm so glad it's there for special occasions.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Marzena D.,/user_details?userid=_tT5l4TUX24Dis7juSg8CQ,"New York, NY",3/8/2019,5.0,No comment,https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Anna S.,/user_details?userid=5fCgGwCiWCkYIs1oFX-RwA,"Brighton Beach, Brooklyn, NY",3/2/2019,1.0,No comment,https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Patty F.,/user_details?userid=wm__mLxeRZBNjWdoRQ-TaA,"New York, NY",1/17/2019,2.0,"I would like to review the food at this restaurant but I have been unable thus far to actually eat there. Reservations are as of now not hard to get, but they've canceled me twice. They promised to accommodate me in the future, but it's getting frustrating. I will amend this review to include the food if I ever get to eat it.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Randall M.,/user_details?userid=15HaL59Vtq1KkRaPfkYDEA,"Manhattan, New York, NY",4/26/2019,3.0,"I dined at Oxalis shortly after the NY Times review. My Gf was finishing up a sales meeting nearby and she suggested that we try Oxalis. We rarely make reservation's, but we arrived early enough to be seated. The space is very attractive, and it has a very nice vibe. The nabe is full of ues transplants, and on this particular evening it appeared that every one of them had invited their parents to dinner. I thought that I was in La Goulue for a minute. The food is good not great. The wines by the glass were terrible, but the staff were all polite, and very gracious. I guess that they need some time to age and I hope to try Oxalis again in the future.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
David G.,/user_details?userid=OkGhZpSdcd6BA0OjiLb0JA,"Iowa City, IA",5/30/2019,5.0,"A superb restaurant with wonderful service and a unique menu featuring inspired use of unusual herbs. It's the perfect place for a romantic dinner for two or a night of fine dining and drinking with old friends. Memorable things: the beautiful greenhouse-like dining area in the back of the restaurant, the herb-infused cocktails, the extraordinarily delicious food, the fact that we could get a table immediately, the prompt and friendly service. Frankly, I'm surprised this place isn't completely overrun by reservations weeks in advance; the food is on par with that of the ever-booked Olmsted around the corner, and in several ways more interesting.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ellie X.,/user_details?userid=z8QyKQCTYm4I93LYiDwgQQ,"Hoboken, NJ",1/1/2019,5.0,We went for New Years and had an incredible experience. The food was amazing - especially the beef tartar and the poached oysters and the dessert - and the service was superb. The space was beautiful. A world class restaurant in Brooklyn!,https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
marcie b.,/user_details?userid=k-lTkMAkcisJr7ixnC0unQ,"Brooklyn, NY",3/31/2019,5.0,"First date night away from the baby for the husband's birthday and it was everything. We were treated like royalty just because I let them know we were celebrating- the service was tremendous and one of the owners is right there alongside the staff talking to all the guests. We reserved the dining area where it's tasting menu only- every course was so unique and delicious. As an added bonus, they throw in a couple things not listed. We can't wait to get back and check out the bar room which looked beautiful. Great addition to the neighborhood food scene!",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Karen T.,/user_details?userid=QwQ-nF0O2-8wpqvaX97Y2g,"Brooklyn, NY",11/30/2019,2.0,"Holiday spirit indeed.  I got food poisoning over thanksgiving and had to cancel my reservation, did so in advance but was told there was a $60 fee.  I explained the situation and this was not a last minute cancellation but no budging.  Would have been nice to get a heads up when I canceled.  Was really looking forward to dining here but a restaurant with no budging/heart is not one I want to support.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lisa C.,/user_details?userid=1vQuXr_-jZXTBK0cMuARoA,"Manhattan, NY",4/15/2019,5.0,No comment,https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kelly S.,/user_details?userid=Qkx4qpw55ec33t-93Yua4g,"Quebec City, Canada",6/23/2019,5.0,My mother and I stumbled into this gem after visiting the Brooklyn Museum. The prix fixe menu is a bargain for $70. This restaurant would be at home in Manhattan for twice the price. The staff were wonderful and the service was among the best I've experienced in a long time. Every course was a small masterpiece. We loved it and would go back!,https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jacqueline P.,/user_details?userid=ZgL5qBBe4wIgVG77a2zMnA,"Queens, NY",6/11/2019,5.0,"Such a great place. Whether you come for the amazing tasting menu which is truly delicious  or to just sit outside and enjoy a cocktail in the garden, Chef Nico, Steve and the amazing staff make this  an unbelievable experience! This place just flows from the moment you are seated to saying goodbye, everything just works beautifully!",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rebecca F.,/user_details?userid=aUAy9iRQCA5PlybOs2qy9Q,"Los Angeles, CA",1/20/2019,5.0,"Absolutely best dining experience I have had in a long time. Every dish was amazing and my friends and I could not stop talking about it afterwards. For this price point, you have to go. I will definitely be back and bring many people with me. We talked to the chef afterwards and he was so kind and really cannot wait to see the growth of this fabulous restaurant.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sofia S.,/user_details?userid=dWPMv_gRQ2OGu_mvu-ctbg,"Brooklyn, Brooklyn, NY",6/7/2019,5.0,"Excellent, excellent restaurant. From the attentive and warm staff to the extremely delicious dishes.  We had the tasting menu and for desert we were surprised with candles for our anniversary.  Really loved the delicacy and unique flavors of all the different dishes. It's really rare to find an affordable tasting menu, especially in Brooklyn. I really hope this pop up becomes permanent!",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Callirhoe A.,/user_details?userid=LTBYRkfA-6ms46_NAlNcBw,"Brooklyn, NY",10/25/2019,1.0,"So sorry not to be able to be positive- we were so looking forward to this place. We've been living in Brooklyn for 12 years now. We love good food. One of us grew up in Paris and we love to spend a good buck on dinner - when it's worth it. We got a tiny sized ""flatbread "" (bad pizza) for $17. The other dishes were fine but still not worth it. Made us feel like gentrification makes us all chumps - a little cabbage with a drizzle of vinegar can be $14 because hey, rent is high. Sadly would not return here again. (On a side note- very nice decor; Service was perfectly good; the wine was fine if overpriced.) Did not stay for dessert.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alan R.,/user_details?userid=wvvgPcJk7VBPio7SrXe95A,"MONTE VISTA, CA",6/1/2019,5.0,No comment,https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Luc B.,/user_details?userid=_V3HpHp6z3w8A9AEudLxhA,"Brooklyn, Brooklyn, NY",4/19/2019,5.0,Definitely worth a second visit. Their menu prix fixe menu is very high end and worth the $60. They pay great attention to detail and the meal tantalizes your taste buds.The staff is very nice and accommodating. Awesome!!,https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Joan P.,/user_details?userid=br5N_Y6i1Td3tJ-cbJkW7g,"New York, NY",2/17/2019,5.0,"This place is already packed but it's bound to completely blow up soon. The service, the food, the drinks, the presentation - and the reasonable price for all of these things - everything blew us away. It's truly a gem in the neighborhood. We sat in the bar room and ordered one of each dish, which was perfectly shareable between the 4 of us. The farro and beef in particular were our favorites and the citrus cocktail was so delicious. We will definitely be coming back to try more drinks and the tasting menu.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Robert T.,/user_details?userid=Yk8veLFM0QnW6lCrlMLJdg,"London, United Kingdom",2/13/2019,5.0,Really great food with delicious balanced flavours. The waiting staff were really attentive. Highly recommended.,https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Thomas S.,/user_details?userid=JbLKnf_UCb7skCrxbOIrIA,"Brooklyn, NY",1/20/2019,5.0,"So excited to have another food destination on the Crown/Prospect Heights border! As soon as we stepped inside, we started to understand why Eater had named Oxalis one of the top restaurants in Brooklyn 2019. Gabriel and his staff were charmingly polite and warm. We ordered a la carte: started with flatbread with duck offal (deliciously rich and appropriate for a wintry night) and chicory salad with carmelized anchovy (creamily addictive dressing, even if we were expecting pieces of anchovies); then enjoyed the cabbage with egg yolk (wish I could get the recipe) and grilled beef with horseradish (tender, fresh and filling).   The coffee chocolate cream cheese was heavenly. One of the best meals we've had in a long time. One of Brooklyn's finest in innovative cooking without any fussiness or pretentiousness.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jim C.,/user_details?userid=EpCsQv9KnUfLPVFho7JvMg,"La Verne, CA",3/17/2019,5.0,"Remarkable experience! Staff amazing.Food incredible! So much fun. HIGHLY recommend! Ok, so Yelp wants me to make my already highly complimentary review longer to actually post it. So I will because, while i hate to type on my phone, I like this restaurant so much. I hope this works.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Adon V.,/user_details?userid=rEN9IoOuvOf3ZkW7BR__GA,"Midtown East, Manhattan, NY",4/21/2019,5.0,"What a phenomenal experience. I went with my wife for our 1 year anniversary, and the staff treated us like celebrities. The beverage pairing is a must, and the cocktails at the bar were extremely unique and delicious. The food was absolutely excellent, our favorite was the beef shoulder that was cooked for 16 hours and coated with a crunchy herb rub. Highly recommend!",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Eric H.,/user_details?userid=Oz9iH3kGLul1Blpedqmv9w,"Brooklyn, NY",12/17/2018,5.0,"If there was an extra star on yelp, I'd give it. First persons to great us, the Chefs! The food was so good I was texting my (industry sommelier friends) all night long. It's that good. I could have went face first into that mushroom pot-au-feu. Get there before the reviews as it surly will blow up. They don't have a liquor license yet, but send you a recc from their favorite bar. Reserve and go! $60 bucks for a 5 course tasting, in Manhattan $300 easy.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Josh S.,/user_details?userid=ZmOP5uy6IglY3qplvm3pBg,"Topsfield, MA",1/24/2019,5.0,No comment,https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Luis C.,/user_details?userid=Y8-vlBZ0wPIff5BaeyZVCw,"Los Angeles, CA",11/29/2019,5.0,"The Thanksgiving fixed menu was a bit pricey but worth it, the service was excellent and friendly.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rob L.,/user_details?userid=KtVPVZppQlpX44fNpzSN6w,"New York, NY",11/6/2019,3.0,"Way overpriced for a fine brunch. With so many delicious, well-priced brunch options in the 'hood, we were disappointing here (though staff was all lovely). From past reviews, sounds like dinner is the way to go at Oxalis.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
J G.,/user_details?userid=TXoiCYTTTKakhnurXbxXwA,"Manhattan, New York, NY",1/5/2020,5.0,"The food was exceptional, the service was impeccable and I highly recommend going for the pre-fixe dinner.  We had both non-alcoholic and normal drink pairing and both were unique and delicious. The duck breast was probably the best I've had.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jel V.,/user_details?userid=3Lh3inePlXUbn3QMM2AQ2Q,"New York, NY",8/2/2019,5.0,"GO! As simple as that. But in the interest of elaborating: probably the most creative, imaginative and unique combinations of food and tastes; wonderful, smiley staff, great cocktails, and totally reasonable. I think this place should be on most people's lists, and hope it is around for a long time.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Christina B.,/user_details?userid=Qvh-iUK78woOkaeAgJmoJA,"Brooklyn, NY",12/18/2018,5.0,"Service is super attentive, the food is great, (first course needs a little work, the carrots aren't functional with the toothpick), the n/a beverage tasting is insane. Every one that they give, they gave 4 drinks, went absolutely perfectly with the dish. Kinda wished the sesame cookie was given before dessert because it's really strong and lingers for a long time in your mouth. But seriously, don't sleep on this place. It's going to do great things.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Madison O.,/user_details?userid=Kg0xZbOA1GoJgnxrbddjFQ,"New York, NY",10/29/2019,5.0,"Oxalis was a superb experience from the moment I walked in. Friendly staff (from the open kitchen chefs to host and bartender), pleasant & relaxing ambiance, and delicious food throughout the whole tasting menu. Highly recommend this spot for those that are open to unexpected tasting menus and unique beverage pairings, all for a reasonable price. I definitely plan on bringing more friends here, you don't want to miss this experience!",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alex L.,/user_details?userid=QAQPN67wGGecjK9_b-MqsQ,"Brooklyn, NY",9/15/2019,5.0,"Best dinner date/restaurant for a special occasion in Brooklyn by a landslide. When we have friends visiting and we are trying to show them the best spots in town, Oxalis ranks at the very top. If you're not a big drinker, they have an *excellent* non-alcoholic drink pairing with the tasting menu. Makes dinner much more accessible when you're with a group of drinkers and non-drinkers. Couldn't recommend Oxalis highly enough.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Cyd S.,/user_details?userid=3bw9evwGapdpSHQz9rKsHA,"Newport Beach, CA",8/7/2019,5.0,No comment,https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Helen M.,/user_details?userid=AM6s5f6hzZoGsBkamEV1tw,"Brooklyn, NY",10/12/2019,5.0,Creative menu with lots of unexpected flavors. The tasting menu is a gastronomic feast topped only by the quirky and delicious wines. Excellent staff who really love what they do and enhance the experience with their knowledge and story telling. Truly a gem of a restaurant.,https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jae C.,/user_details?userid=XdqDbeqWKfKe2IZZ0K1Dew,"Port Washington, NY",8/20/2019,4.0,Great vibe and great service. I went here post proposal and my soon to be wife loved it!  HIGHLY RECOMMEND 'NON-ALCOHOLIC' pairing with the meal! In-house sodas were actually better than wine pairing... sounds crazy but one must try to understand what i am saying! So worth it,https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Bradford P.,/user_details?userid=klRvOVWm2MwWCxXXRS7Vdg,"Queens, NY",1/27/2019,5.0,"Behind the frosted glass facade at 791 Washington Ave is Oxalis, where wonderful things are being made and served. This restaurant works perfectly for the part of Brooklyn it's in, which you kind of feel before you even open the door. The quality of the dishes the Oxalis team serve will astound you and are worth every dollar. They do rotating tasting menus, but also offer food and drink off an ala carte menu in the back half of the restaurant. You can tell that Nico and Co. know what they are doing, and also, most importantly, that they care. Being able to watch the chefs and cooks working so diligently in the open kitchen is quite humbling, but also inspiring. I think we could all learn a thing or two about delicious, fresh, new ways of approaching food and it'll be fun to see it happen here. Aspiring chefs, foodies, and regular people of all walks of life, in and out of Brooklyn, should give Oxalis a try. Maybe you'll learn something new, see something great, or just enjoy a nicely prepped and prepared meal, served to you by their nice staff. The last time I ate there, I tired the pig trotter and it was my favorite. I also had a dessert made with cream cheese ice cream, which brought out my inner fat kid, for sure. I'm going backwards now, but the brioche bread was amazeballs. I am really excited for Oxalis in 2019 and can't wait to see what is on the way!",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Karen H.,/user_details?userid=WFOwgfiP6hVrTKfs4G1Quw,"Brooklyn, NY",3/21/2019,5.0,"Best restaurant in Brooklyn.  Not to be missed. Beautiful spot, delicious food, lovely and knowledgable staff.  Seriously, go.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
mary anne n.,/user_details?userid=mfPSyW7DjEnWOkKHtpSi7A,"NY, NY",4/10/2019,5.0,"I have been to some of the best restaurants in NYC (Eleven Madison Park, Per Se, Le Bernadin, Aska ...) but I was blown away by the inventiveness and quality of the food at Oxalis.  So delicious course after course it is hard to even pick the best.  The creamy farro with snails was unforgettably mouthwateringly creamy and verdant and unique.  The beef tongue was perfectly salty, crispy, crunchy and meaty all at the same time. And the goat cheese dessert was a wonderful end to a memorable meal that I will definitely want to repeat.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
T M.,/user_details?userid=5GEH5vVAD96whziCqmy_Sg,"Brooklyn, New York, NY",5/6/2019,5.0,"We just went to this place for a special anniversary, and we absolutely loved it. Upon making a reservation and noting my dietary restrictions, the manager wrote an email to confirm that they would be preparing a special menu. When we arrived, there was a beautiful table set with a personalized note wishing us a happy anniversary. They poured us delicious bubbles to celebrate (twice!), and the food was fabulous. It was an amazing meal and the warm and attentive service made us feel right at home. We're excited to go back with friends and family!",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Veronica A.,/user_details?userid=z_JjlU5ci-gtU9o9Jle2qw,"Chicago, IL",1/16/2019,5.0,"Oxalis' food, asthetic, and playlist are incredible!!! I've been here several times and most recently tried the set menu. There was a mushroom dish that was absolutely divine- the broth was incredible I could've had ten bowls of that alone. As of the last time I visited they didn't have s liquor license yet but their non-alcoholic drinks are all so amazing I didn't even care. My favorite drink was the sparking jasmine tea.",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
B K.,/user_details?userid=yWDtSNG0cPqm8QrYr3pi3g,"Manhattan, New York, NY",1/11/2019,5.0,"We came here on a friends rexommendatjon and w had a fantastic experience. Creative menu, friendly staff and an overall relaxing, but not too quiet, ambiance. The music was also top notch. At the end of the meal we couldn't decide which dish was our favorite and we each nominated two different ones as our personal favorites - which is always a good sign. We will definitely be coming back!",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Taylor D.,/user_details?userid=_egeFmi3W0oZ1nyx8Wi-7A,"San Francisco, CA",12/30/2018,5.0,"So delicious! We did the $60 tasting menu with the $15 non-alcoholic beverage pairing it was so unique and incredible. On top of amazing food there service was on point, so professional and enthusiastic!  Highly recommend!",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
PJ F.,/user_details?userid=xr7AV0tCiogQgGhAwQGTWA,"Brooklyn, NY",1/4/2019,5.0,"I've been lucky enough to eat at many incredible restaurants in New York and while they're great, not many are standouts among the rest. Oxalis is without a doubt, the most pleasant, refreshing and jaw-droppingly delicious meal I've had in years. The food was otherworldly. We had the prix fixe and each dish was better than the last. The service was fantastic as was the atmosphere. I have a ton of food allergies to raw whole fruits and vegetables (I know, my life sucks) and they were so accommodating and created two entirely different dishes for me (though what my family ate for those courses was apparently also fantastic). To top it all off, the dessert (goat milk with honey and thyme - trust me, totally different than what you're probably imagining right now) was perhaps the best dessert I've had in my life and I've come to to the realization that was the peak of my dessert journey and I'm fine with that. Overall, a magical, warm, inviting, flavorful, surprising experience. Side note: try their Jasmine Tea Soda (WOW!).",https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michelle R.,/user_details?userid=T1crBdNwBt2caTkDeh4u2g,"New York, NY",1/4/2023,5.0,No comment,https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Vicki C.,/user_details?userid=tgX19R_1SnLnPGjuuNu7vQ,"New York, NY",1/24/2023,3.0,No comment,https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lee M.,/user_details?userid=6n66biYwQgtzH0X-3UtsKA,"West Village, Manhattan, NY",12/16/2022,5.0,No comment,https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
